verb	compound	total
võrdlema	ära	1
pöörama	viltu	3
niimooduma		1
tolmutama		2
pälvima	tänu	1
ehtima	ära	2
nõrkuma	järele	1
kuluma	juurde	1
tabama	pihta	2
kauplema	ette, välja	1
haigutama	edasi	1
oigama	ära	1
norima	välja	1
laisklema	edasi	1
piinama	kinni	1
urgitsema	ära	1
lükkama	ees	2
känguma	ära	1
viskama	katki	2
lahustuma	ära	2
agiteerima	ära	1
vaidlema	pärast	1
venima	järele	2
kõbima		2
pendeldama	üles	1
taastuma	läbi	1
suitsetama	täis	1
tuhisema	välja	2
tuustima	ringi	1
kartma	üle	2
joonistama	keskele	1
joonistama	ringi, ringi	1
limpsama	ära	1
noolima	ära	1
ropuma		1
asuma	üles	1
kogema	peale	1
miilama	üles	1
kriisatama		1
punsuma	esile	1
tekkima	nahka	1
pusima	lahti	1
käristama	eest	1
joonistama	üle	2
sulgema	ringi	1
vilksatama	vastu	1
libistama	maha	1
tõstma	pealt, maha	1
vehkima	maha	4
petma	tagasi	1
lülima	sisse	1
rääkima	ilma	1
vinetama		1
kahisema	maha	1
käratsema	otsa	1
uhtuma	üle, läbi	1
talima		1
kaevama	ära	1
lamenteerima		1
raiuma	üles	1
jääma	raagu	1
käib-kõmpima		1
tulistama	järele	2
plaksutama	moodi	1
tõstma	alt	1
tõstma	üles, kohale	1
sõnastama	ära	1
tahtma	läbi	1
soojendama	vastu	1
sekulariseeruma		1
saama	ringi	5
vaatama	taga	1
nägema	taha	1
käima	läbi, üle	1
tulema	välja, välja, välja	1
kandma	pärale	1
voorima	mööda	2
liikuma	tagasi, üles	2
kaduma	edasi	3
nirisema	läbi	2
tulema	välja, vastu	1
kolksuma	vastu	1
käskima	ära	2
agiteerima	kaasa	1
õngitsema	alla	1
saagima	välja	4
elama	külge	1
ulatuma	üles, välja	1
jõudma	all	1
lõhkuma	välja	3
kukkuma	lõhki	1
liipama	ringi	3
hüppama	juurde	1
matkama	edasi	2
õppima	alles	2
istutama	tagasi	1
murduma	laiali	1
pindama		4
kasvama	vahele	1
nudima	ära	1
sopsatama		1
okulteerima		1
ihalema	ära	1
eksterioriseerima		2
lakkuma	maha	2
vananema	koos	2
vajuma	külili	1
alustama	tagant	1
ujuma	läbi	3
peatuma	üles	1
kandma	vastu	1
mädanema	alt	1
saama	üles, kallale	1
kriipima	ära	3
tapetseerima	ära	1
kodunema	ära	1
elama	kokku, ära	1
kippuma	maha	1
suusatama	üle	1
laulma	ilma	1
suusatama	mööda	1
needma	peale	1
kuulnud-lugema		1
kolistama	läbi	1
matkama	tagasi	1
regresseeruma	tagasi	1
jätma	üles, sisse	1
tukkuma	ette	1
hüppama	peale, tagasi	1
kolima	juurde	1
S. plaanitsema		1
lülitama	sisse, välja	2
tilgutama	täis	1
ritualiseerima	üle	1
jutustama	tagasi	1
sörkima	taga	2
lahtuma	ära	1
sõitma	ette, tagasi	1
teppima		1
nõudma	kohal	1
ostma	alt	1
sätendama	all	1
kettima		1
harjuma	lahti	1
kärvama	ära	3
venitama	püsti	1
ehmatama	välja	3
lahkuma	ilma	1
rebima	eest	2
deaktiviseerima		1
raksatama	vastu	2
veeretama	püsti	1
põletama	läbi	3
salvestama	maha	1
laskma	ots	1
kerima	vahele	1
katsetama	ära	2
vingerdama	sisse	1
elama	sees	5
lunastama	läbi	1
nõjatuma	taha	1
hüüdma	kokku	1
pulseeruma		1
kahlama	ringi	1
istuma	maha, eemale	1
olema	hambus	1
lausuma	peale	1
kurtma	vastu	1
panema	putku	1
pomisema	edasi	1
pahempoolitsema		1
promeneerima	välja	1
käristama	katki	1
torpedeerima		4
militariseerima		1
uskuma	peale	2
soovitama	vastu	1
K. särelema		1
jutsutama		1
turgutama	heaks	1
maksma	ligi	1
hindama	alles	1
kajastama	koht	1
lärmama	edasi	1
küsima	kinni	1
käratsema	edasi	1
pahmitsema		1
pahanema		2
kaitsema	ees	1
kyynitama		1
syndima		1
pöördama		3
vahtima	ümber	2
ozoonitama		1
korjama	peale	1
triumfeerima	üle	1
ootama	lahti	1
lõhnama	vastu	1
kukkuma	ümber, maha	1
litsuma	peale	1
ulguma	koos	1
areteerima		2
siirduma	järele	1
organiseerima	peale	1
mõistma	kinni	1
liberaalitsema		2
parvetama		5
sisenema	täis	1
sussitama	ära	1
seadma	etteotsa	1
tekkima	ümber	2
rahuma		1
jätma	järel	1
aimama	tagasi	1
ahmima	ära	1
mässuma		1
laskma	ümber	1
nukkuma		2
hoidma	käes	2
sahmima	ringi	3
kuuluma	järele	1
karjuma	vahele	3
hoiduma	ligi	1
lõhnama	lahti	1
sõlmima	ette	1
jääma	mood	1
lükkama	esile	2
vaatama	vahel	1
puhuma	ümber	1
õgvendama	ära	1
vastama	kaasa	1
teadis-tundma		1
riimitama		1
koguma	alles	1
toimetama	ette	3
kombineerima	kokku	2
linguma		1
lähenema	tagant	1
liikuma	lahku	1
avama	vastu	1
heitma	ära	3
armuma	ümber	1
heitma	külili	1
keerutama	ilma	2
kulgesid-arenema		1
kirjutama	alla, vaja	1
kuulma	taga	1
jätkuma	järele	3
langema	kõrvale, maha	1
kummitama	ringi	1
kemplema	edasi	1
virelema	alla	1
mässama	edasi	1
noogutama	järele	1
klattima	ära	2
keerutama	ümber	3
laveerima	ära	1
ihkama	tagasi	2
trehvama	vastu	1
hüpitlema		1
minema	järel	2
sutsima		1
tüdima	ära	1
surklema		1
liigutama	sisse	1
sussutama	edasi	1
jahmerdama	ümber	1
kõigutama	edasi	1
armastama	vastu	2
parseldama	edasi	1
andma	tagant	1
laulma	all	1
kõikuma	koos	1
libisema	all	1
kulgema	üle	1
kanduma	vastu	1
olema	tarvis, kõrvale	1
paisuma	täis	1
võtma	alles	2
julgustama	tagant	1
imestuma	edasi	1
himustama	alla	1
kaapima	eemale	1
prantsatama	lahti	1
ronima	mööda, üles	1
jõudma	külge	1
ujuma	ligi	3
marssima	ümber	1
kraapima	laiali	1
tahtma	üles	1
näima	ilma	1
nühkima	pealt, ära	1
lähenema	välja	2
koputama	läbi	3
nägema	tarvis	2
langetama	alla	1
hakkama	laiali	1
lükkama	edasi, kõrvale	1
riisuma	ära	1
tükkima	ette	1
hüüdma	taga	1
selgitama	läbi	1
võtma	lahku	1
pakkuma	kaupa	1
liputama	välja	1
parastama	peale	1
poetuma	välja	1
kostma	vaja	1
putkama	ära	1
välgutama	vastu	1
epateerima		5
panema	pooleli, kõrvale	1
mukkima	üles	3
segama	tagasi	1
vedelduma		1
käsipõsatama		1
kükitama	ees	1
põlvitama	ette, maha	1
tegema	tagant	1
hoidma	koomal	1
sepitsema	valmis	1
laotama	kohale	1
sündima	sisse	1
najatama		1
hämama	edasi	1
rõhutama	vastas	1
tuupima	täis	2
näima	otsa	1
paremustama		1
kühveldama	alt	1
küsima	tarvis	2
viivlema		2
kuulatama	üles	1
tallama	edasi	1
passitama	tagasi	1
huikama	järele	1
puhuma	lõhki	1
tormama	välja, alla	1
tinistama	kokku	1
muukima		4
keerama	kärna	1
suitsetama	alla	1
kärsima	ilma	1
viiuldama		2
panema	kummuli	1
tudima	edasi	1
saama	tarvis	2
labistama		1
mängima	sisse	3
tõmbama	pidama	1
rubima		1
registreerima	ära	1
laksatama	kokku	2
ütlema	vaatamata	1
ohkama	rahul	1
kutsuma	alt, üles	1
lehitsema	lahti	1
laksama	kokku	1
muigama	vastu	3
avastama	peale	1
mahtuma	peale	3
viibima	ära	1
kaltsutama		1
istuma	lahus	1
joonistama	ümber	4
nügima	kõrvale	1
näputama		1
nikotiinitsema		1
täitma	edasi	2
tsilksuma		1
paiskuma	ette	1
raksatama	lahti	2
joodeldama		4
musitama	üle	3
selguma	kinni	1
süttima	vastu	2
olema	sekka	1
sorgutama		1
vurtsatama	kohale	1
ohkima	läbi	1
elistama		1
raksama	kinni	1
jongutama		1
muudkuma		1
siginema	üle	2
koksama	kokku	1
sobistama		1
kinkima	tagasi	1
trükkima	sisse	3
karjuma	abi	2
pilduma	alla	2
lepsatama		1
kraapima	sisse	1
nuruma	kaasa	2
dikteerima	mood	1
rässutama		1
ekskommunitseerima		2
kaitsma	ees	1
toimetama	eemale	3
omnema		3
veretama	peal	1
audiatima		1
salvuma		1
pacima		1
cujuma		1
vinctuma		1
hominema		1
luurama	ümber	1
prosperitama		1
dulcima		1
rübistama	puruks	1
purjetama	üle	1
looklema	edasi	1
nobima		2
ristitama		1
vedama	pärast	1
ratsutama	edasi	1
kappama	mööda	1
eristuma	ümber	1
kõnnitama		1
kekkama		1
valmistama	ilma	1
tantsima	kaasa	1
täkkima	läbi	1
hoidma	sisse	1
vaatame-vaatama		2
kõnelema	kõrvalt	1
joonistama	ette	1
kõikuma	otsas	1
koorima	pealt, ära	1
loksutama	maha, ringi	1
lendama	ees	1
kellama	üles	1
saama	üles, peksma	1
kaagitsema		1
turritama	üles	1
hargnema	välja	1
vicuma		1
tõrkuma	ära	1
drapeerima		2
raputama	ära	1
haarama	ligi	1
tänitama	alt	1
tundma	üle	1
võtma	vaja	1
varastama	tagant	2
sulatama	välja	1
viskama	pealt, ära	1
ajama	kissi	1
pariisistuma		1
olema	otsekohe	1
kinnitama	tagasi	4
jätkama	pärast	1
eeldama	üle	1
leidma	all	1
põrutama	edasi	2
jooksma	alt	1
tümitama	läbi	1
sisistama	välja	1
disputeerima		1
vahetama	öösi	1
tõukama	ette	1
hiilima	ümber	1
kloppima	alla	1
jätma	võlgu	1
peatuma	all	1
vestma	edasi	1
pöörduma	eemale	2
kompsima	kaasa	1
kõnelema	sisse	1
ladisema	alla	1
sadama	mööda	1
järeldama	vastu	1
isuma		1
käänama	üles	4
klõpsutama	kokku	1
translitereerima		1
jõudma	alt	1
settima	välja	1
tee-ehituma		1
tähendama	kohal	1
helistama	vaja	1
peatuma	kokku	1
jätma	segi	1
tiksuma	ette	1
väärtustuma		4
peibutama	kohale	2
paistma	üle	1
müürima	lahti	1
hõiskama	kaasa	1
kamandama	maha	2
spekuleerima	edasi	2
kärisema	puruks	2
peetuma	vastu	1
naljatama	vastu	2
peibutama	sisse	1
tormama	maha	2
käsutama	tagasi	3
ehitama	kõrvale	2
määrama	võidu	1
lendama	sisse, välja	1
kolama	läbi	1
vuhtima	maha	1
niitma	taha	1
riibuma	kokku	3
pidama	arvel	1
ronima	järele	1
jelluma		2
käristama	vastu	1
särtsatama		2
torkama	kõrvale	2
nõksatama	kõrvale	1
sponseerima		1
seisma	peal	3
kangutama	ära	1
sööstma	juurde	1
kiikama	järele	1
vänderdama	eemale	1
majutama	ära	1
tirima	ette	3
jubima		2
harjutama	lahti	1
siirduma	välja	1
asetama	koht	1
tilkuma	täis	1
tõstma	pealt	2
cantuma		1
imetelema		2
tegutsema	kohal	1
häbistama	ära	2
kihvtitama	ära	1
usaldama	kätte	1
nuputama	valmis	1
hanguma	üles	2
tassima	tagasi	2
kõnetlema		1
silendama		2
kähmama	vastu	1
viima	kinni	5
hiivama	kaasa	1
käristama	maha	1
kiruma	vastu	1
ilmuma	tagant, välja	1
lahklöönuma		1
kummardama	edasi	1
viima	moodi	1
maalima	ära	2
kõlbama	kokku	1
pudenema	ära	4
tarima	kohale	4
tähistama	ringi	1
jumalustama		1
tölssima		2
muigama	kohal	1
divima		1
repatrieerima		1
kängima	lahti	1
jahutama	ära	1
pahvatama	täis	1
pruukima	otsa	1
libistama	eemale	2
viskama	vahele	1
tristima		1
saama	tagasi, alles	1
segama	juurde	4
kergitama	kohale	1
mölama	maha	1
mögistama		1
käkerdama	kokku	1
lööma	sekka	3
olema	eemale	1
ülistama	välja	1
nimetama	ette	1
liibitsema		1
väntama	tagasi	1
utjama	tagant	1
venitama	edasi	2
studeerima	välja	1
asutama	ringi	1
löngerdama		1
ühistama		2
särtsama		1
grimeerima	ära	1
vupsatama		2
lavastama	edasi	1
amerikaniseeruma		1
paistma	all	1
imbuma	kaasa	1
usaldama	iial	1
ristima	ette	1
veerlema		2
prantsatama	kaasa	1
olema	arust, ära	1
kuulduma	kõrvalt	1
neelama	vastu	1
pagema	laiali	1
sitkuma		1
juhtima	üle	1
rullima	sees	1
lebama	maas	1
muutuma	vastu	1
ostma	läbi	4
elatuma	sisse	1
veenma	koos	1
kiitma	üle	1
kaheksakümendama		1
üleusaldama		1
hindama	pihta	1
tuimuma		2
suhkurdama		2
külastama	üle	1
küsima	kõrvalt	1
plärtsatama	maha	1
maitsma	järele	1
meeldima	ette	1
taastrükkima		3
kirjutama	ilma	2
jääma	vajaka	4
lahvatama	esile	1
arvama	mood	1
tekitama	eemale	1
korrastama	heaks	1
algatama	tagasi	1
lennutama	kohale	1
lohisema	kaasa	3
mängima	alla	2
alandama	alla	1
petma	kokku, välja, alla	1
menetlema	ära	1
doteerima	kokku	1
keerama	juurde, peale	1
tagastuma		1
peatuma	lähedal	1
levitama	välja	1
mätsima	täis	1
vaaruma	vastu	1
näitama	käsi	4
küsima	ümber	1
einestama	edasi	1
sahistama	ära	1
kihutama	takka	1
pildistama	edasi	1
laduma	edasi	1
minema	nihu	2
chattima		1
näiksema	rahul	1
kiruma	ilma	1
lohistama	taga	1
uhama	maha	1
pesinema		1
lõnksuma		1
heitma	vahele	1
joonistama	vastu	1
küsitlema	läbi	1
peksma	lahti	1
kostümeeritud-maskeerima		1
esindama	vaja	1
vaatama	ära, valmis	1
pääsema	kohale	1
profileeruma	ümber	1
jääma	järele, kokku	2
paluma	üle	1
inspireeruma		1
vältima	koos	1
väärama	esile	1
nätsutama	alla	1
kaitsema	eest	1
paeluma	peale	1
tikkima	üle	1
hapestama		5
väljutama	kokku	1
söödistuma		1
osalema	peale	2
diferentseerima	edasi	1
leidma	üle	4
valima	üles	1
keerama	koht, laiali	1
hoidma	alla	2
stimuleeruma		1
kontroll-looma		1
lähtuma	läbi	1
märgtuhastama		1
tähendama	üle	1
kronometreerima		3
protekteerima		4
steriilima		1
prepareerima	välja	1
poolituma		1
ulatuma	esile	1
inditseerima		1
foetima		1
lugema	valmis	1
salgama	jaoks	1
suurendama	üle	1
hapenduma		1
L. käima		1
järelvalmima		2
puurima	sisse	3
multšima		2
fikseerima	kokku	2
võrdlema	esile	2
jaotuma	ümber	2
kulutama	peale	3
leotuma		1
denatureerima		2
kurima		1
katsetama	kokku	1
streikima	üle	1
võrdlema	maha	1
lahterduma		1
evalveerima		1
andma	valmis	4
toimima	ringi	1
ülevaatlikustama		1
fikseerima	ette	1
alluma	kaasa	2
saatma	tagasi, välja	1
suutma	vaja	1
viskama	edasi	4
porisema	vastu	2
Õ. kurjustama		1
naelutuma		2
paigutuma	alla	1
lugema	koos	2
hädaldama	vastu	1
minema	järgi	5
mõjutama	edasi	1
saabuma	mööda	1
sügelema	järele	2
paiknema	lähedal	1
mitte-sallima		1
purtsatama	välja	1
kämpuma		1
tekitama	kõrvale	1
osalema	üles	1
Pokerappima		2
räppima	sisse	1
kriuguma		1
kurruma		1
viitama	kokku	1
masseerima	kokku	1
taaskülastama		1
marumaneerilešokeerima		1
kõrvetama	sees	1
reliisima		1
fundeerima		3
rabama	edasi	1
lahustuma	sisse	1
korraldama	edasi	1
ratsima		1
pakkuma	kõrvale	3
koostama	ette	1
lahendama	üles	1
surrima		1
seädima		1
lisanduma	juurde	4
lunnastuma		1
wotnuma		1
salmima		3
saama	vast	1
seadmestama		1
kavandama	üle	1
rahvastuma	ümber	1
nähtud-kuulduma		1
praadima	kõrvale	1
seletama	pärast	1
denonsseerima		2
N. liituma		1
pöörama	ära, eemale	1
osutama	kohale	3
võimenduma	kokku	1
pügatud-tsiviliseerima		1
hämama	ära	1
korrastama	vastu	1
puhastavad-triikima		1
saama	plehku	1
asuma	taha	1
nõudma	sisse, võlgu	1
vältima	mööda	1
problematiseerima		1
käsitlema	seoses	1
püsima	läbi	1
absorbeeruma		3
filtreerima	läbi	2
publitseeri-matma		1
lüüsuma		3
lõhustama	edasi	1
hüdrolüüsima	alla	1
imenduma	tagasi	2
ringlema	tagasi	1
redutseerima	edasi	1
paljunema	juurde	1
erituma	tagasi	1
karbamiidi-sisalduma		2
söömuma		7
söötma	juurde	2
eritama	kokku	2
lülitama	peale	1
kaaluma	edasi	1
kaduma	läbi	1
R. nimetama		1
kuumtöötlema		1
hüdrolüüsuma	edasi	1
rõhhuma		1
koondama	alla	2
vahetama	mööda	1
sünkopeerima		2
valima	juurde	2
oletama	üle	1
ühtlustama	kokku	1
varieeruma	kokku	2
varieerima	ilma	1
ärraaitama		1
wenitama		1
wäljaüteldama		1
jäguma		3
rõõmus-ta-minema		1
üttlema		1
naakuma		1
märkima	kokku	1
noodistama		1
prognoosima	ette	1
toetuma	üle	2
navigeeruma		1
läbima	üle	1
keskenduma	välja	1
omistama	kokku	1
kattuma	kinni	1
kasutama	läbi	2
soodustama	kõrvale	1
joonima	alla	6
andma	pärast	1
eksisteerima	välja	1
vähendama	üles, alla	1
kasvatama	koos	4
kipruma		1
lõhendama		1
istutama	läbi	1
pritsima	pealt	2
kahjustuma	peale	1
eksplitseerima		6
liigitama	edasi	1
rääkima	järele	1
reformuleerima		1
predikteerima		4
skematiseerima		2
see-mis-peas-töötama		1
looma	isekeskis	1
vahetama	tagasi	2
instantsieeruma		1
vahetama	edasi	1
defineerima	tarvis	1
huvitama	edasi	1
soorituma		5
instantsieerima		1
ehitatud-valmistama		1
kukkuma	maha, tagasi	2
reprogrammeerima		1
koodima		2
retroduktsioonima		1
eksemplifitseerima		1
reguleerima	kokku	1
sooritama	ilma	1
tagasisidestuma		1
eristatama		1
institueerima		2
preskribeerima		1
askribeerima		1
toimima	asemel	1
reguleerima	alla	1
ülduma		1
täpsustama	edasi	1
esemestama		2
pidama	asemel	1
peanduma		1
nimatama		1
arrogeerima		1
tematiseeruma		1
kirjutuma		1
visandama	ette	1
objektiveerima		6
rõhutama	läbi	1
kontekstualiseerima		1
monteerima	ümber	2
kriipima	sisse	1
komponeerima	läbi	2
mängima	esile	1
säädnuma		1
joiguma		1
veeretama	üles	1
veerema	alla, tagasi	2
pikkima	vahele	1
issatama		1
formaliseerima	ette	1
lavastuma		1
rikkuma	välja	1
suurendama	peale	1
lubama	vastu	1
klopsima	kinni	1
laskma	nõus	1
valguma	ette	1
vedama	kaupa, välja	1
kihutama	kõrvale	1
hautama	välja	1
jaguma	sekka	1
piiduma		1
möllama	kokku	1
looma	eest	2
avaldama	kaasa	2
hajuma	valmis	1
rääkima	valmis	1
poloniseeruma		1
venitama	peale	1
miilama	edasi	1
ujuma	kaasa	2
vohmima		4
proletariseeruma		2
parvetama	alla	1
arvama	tagasi	1
mitte-privilegeerima		1
reisima	üles	1
koolitama	edasi	1
teatama	üles	1
kohtuma	läbi	1
rääkima	ringi	1
kihvtitama		2
degenereeruma	läbi	1
poolastuma		1
tatariseeruma		1
õigeusustama		2
protežeerima		1
paiknema	laiali	1
lööma	valmis, üle	1
ülestähendama		1
jääma	esile	1
agunema		1
telima		1
eksisteerima	eemale	1
tulema-minema		1
täpsustama	koos	1
asetuma	sisse	1
grammatikaliseeruma		1
leerima		1
määratlema	välja, keset	1
eeruma		1
teostama	läbi	1
taaspüstitama		1
anaüüsima		1
personnema		4
tuletattama	läbi	1
prugima		1
kehtima	välja	1
võtma	üle, välja	1
tasaarvestama		1
võrdustama		1
valimistama	ette	1
välistama	valmis	1
käsundama		1
arvama	üle	1
määrama	ringi	1
kandma	ilma	3
omama	peale	2
vastutama	moodi	1
omama	ümber	1
sundvõõrandama		4
ronima	edasi	1
kräuksatama		1
viskama	üll	1
leidma	eest, peale	1
tulema	ära, tagasi	1
raseerima	ära	1
tühistama	ära	1
komberdama	ette	1
silkama	alla	1
unistama	tagasi	1
sõkkuma		1
hakkama	maha	1
õnnestuma	ära	1
kisama	üle	1
ahmima	sisse, tagasi	1
tukun-norskan-magama	edasi	1
lohistama	järel	6
prääksatama		1
lörisema		1
muukima	lukku	1
keskenduma	edasi	1
ehtima	tagasi	1
käiama	läbi	1
hüpotiseerima		1
nuuskama	maha	1
kräunatama		2
kruttima	juurde	1
tigestuma		1
sadama	kinni	1
viskama	siruli	1
toimima	läbi	1
raksutama		1
silkama	välja	1
jälgima	alla	1
kukerpallitama		3
katapulteeruma		1
sundsteriliseerima		1
lebama	laiali	1
õmblema	keskele	1
tulema	alt, tagasi	1
näsima	ära	1
prantsatama	tagasi	4
kamandama	tagasi	1
põrutama	kinni	1
krooksatama	välja	1
vahtima	üles, otsa	1
neelama	alla, tagasi	2
mahvima		1
noppima	maha	1
uurima	juurde	2
kütma	ära	1
kakkuma	lahti	1
sandistama	ära	1
pistma	üle	1
viskuma	laiali	1
riisuma	laiali	1
lintšima	ära	2
suitsetama	kokku	1
käskima	kaasa	1
heitma	läbi	1
purema	läbi	2
võtma	koos	1
tähendama	nõus	1
krõbisema	läbi	1
kiskuma	kinni	1
tõukima	välja	1
hiilima	läbi	2
rõkkama	vastu	1
krõpsatama		1
paiskama	läbi	2
müdistama	eemale	1
parkuma	ära	1
valguma	järel	1
hakkima	välja	1
generaliseeruma		31
reetma	välja	1
tolmendama	ära	1
vahtima	vahele	1
tülgastuma		3
saastama	ära	2
panema	ringi, ära	1
trukkima		1
aurustuma	ära	1
lakkuma	ära	4
kolkima	vastu	1
kisama	edasi	1
rebenema	ots	1
asuma	tagasi	1
minema	pingule	1
käsutama	välja	4
puristama	läbi	1
veeretama	kokku	1
olema	teoksil	1
jahvatama	ära	1
pooma	vastu, üles	1
mäluma	ära	1
ärritama	edasi	1
räuskama	üle	1
kaklema	vastu	1
varuma	tarvis	1
materdama	külge	1
õnnestuma	edasi	1
põlema	läbi, ära	1
üritama	kokku	1
astuma	laiali	1
roopima		1
saavutama	edasi	1
sähvima	üles	1
vajuma	vastu	2
rebima	läbi	1
lainetama	sisse, tagasi	1
omama	ära	1
lisama	pealt	1
pomisema	järele	1
asfaltima		1
laguma		1
lödistama		2
pühkima	pealt	1
sumama	läbi, tagasi	1
tootma	valmis	1
teadma	juurde	1
kloonima	juurde	1
ässitama	järele	1
niutsuma	edasi	1
talitama	ära	3
haarama	ilma, kinni	1
jätma	ilma, peale	1
laskma	külge	2
sööma	lahti	1
logistama	ringi	1
elama	alles	1
puutuma	maha	1
nülgima	maha	1
sügama	ära	1
pobisema	juurde	1
köögutama		1
ununema	alla	1
meenuma	alla	1
sulanema		1
pidama	vait	1
krobistama	sees	1
laulma	maha	3
sepitsema	kokku	1
laulma	meelest	1
rippuma	otsa	2
torkama	pealt	1
saatma	kallale	2
lööma	valla	1
lõikama	otsa, maha	1
oi-ma-olema		1
morgendama		1
kargama	edasi	1
paistma	sees	2
kruttima	ära	1
toppima	pärast	1
kuulma	juurde	2
tahtma	ühte	2
nutma	ilma	1
saama	ära, eest	1
punastama	ära	1
nihutama	peale	1
mäkerdama	ära	3
mäletsema	tarvis	1
käratama	läbi	1
seisma	üle	1
minema	katki	6
lipsama	taha	2
trügima	vaja	1
ajama	kallale	1
projekteerima	ette	1
kõnelema	ära	4
loksutama	maha	1
ajama	nahka	2
paranema	ära	3
kiujutama	ette	1
jõudma	täis	1
karglema	alla	1
lürpima	kõrvale	1
võtma	pooleks	1
kolkima	välja	1
ütlema	ilma	3
oskama	peale	2
oskama	ette	1
kratsima	vaja	1
naeratama	peale	1
astuma	eest, ära	1
mõstatama	ära	1
sokutama	alla	1
olema	kõrvale, tarvis	1
magama	taha	1
sumama	välja	1
kalpsama	alla	2
müüma	lähedal	1
pehkima	ots	1
paluma	lahti	2
betoonima		1
keerama	külili	1
teadma	koos	1
tekkima	peale	2
maalima	peale	1
tuduma	edasi	1
võtma	ära, vastu	1
ketrama	läbi	1
rikuma	ära	1
netuma		1
põruma	edasi	1
muhelema	kinni	1
lennutama	edasi	1
kiiskama	vastu	1
venima	eemale	1
nurruma	vastu	1
saabuma	maas	1
kõõritama	tagasi	1
pudenema	tagasi	1
langema	tagasi, alla	1
veerima	ette	1
vatrama	kokku	1
jõnksatama	edasi	1
jälestama	üle	1
aheldama	külge	2
suunduma	kinni	1
leiduma	maha	1
kerkima	püsti	2
kraapima	ära	1
kappama	üle, välja	1
põiklema	ära	1
selguma	pärast	1
hõljuma	kaasa	1
plahvatama	eemale	1
jälitama	edasi	1
kallistas-kallistama		1
tõmbama	sirgu	1
öökima	välja	1
tormama	ette	2
koperdama	koha	1
kõlistama	kokku	2
trükkima	valmis	2
tõmbama	läbi, sisse	1
nihutama	edasi-tagasi	1
mütsuma		2
tõkestama	üles	1
kopsima	läbi	1
luusima	ümber	2
kaotama	iial	1
tuikuma	sisse	1
tiirlema	ümber	3
narrima	edasi	3
õhutama	kaasa	1
loksuma	kaasas	1
kukkuma	alla, üles	1
vinnama	välja	2
suunama	ligi	1
paluma	rahul	1
juurduma	sisse	1
konutama	maha	1
vajuma	eest	1
jooksma	umbe	1
laduma	laiali	3
sööstma	üle	2
lömastuma		2
silitama	üle	2
häbenema	ära	1
uhkama	tagasi	1
valulema		1
jooksma	varjule	1
taganema	eest	1
kramplema		1
pudisema		2
leidma	iial	1
laotama	ette, maha	1
taguma	järele	1
karjuma	alla	2
lehvitama	üles	1
tuututama	vastu	1
hoidma	kukil	1
lüpsma	täis	1
sõidutama	välja	3
tolmutama	läbi	1
läigatama	juurde	1
kõndima	edasi, edasi	1
varisema	puruks	1
kuluma	edasi	1
rüvetama	ära	1
plaksatama	kokku	1
olema	ära, lahti	1
rühmama	ringi	1
asuma	kohal	3
aerofotografeerima		1
lõppema	ees, ära	1
elatuma	välja	1
denatsionaliseerima		1
vähenema	alla	2
nihutama	esile	1
arendama	üles	1
kalpsama	kohale	1
arutlema	üle	2
traalima		2
pöörama	edasi	2
ümbritsema	välja	1
käima	kokku, läbi	2
nimetama	peale	2
süvenema	kõrvalt	1
küsima	kokku	1
E. R. likvideerima		1
tulema	kokku, sisse	1
viibima	kõrval	1
saabuma	koos	1
valima	kohale	1
võlgnema	tänu	2
loetakse-teadma		1
rõõmustama	üle	4
märkpildistama		1
splitima		1
püsima	järel	1
ennetama	kokku	1
taotlema	juurde	1
ärastas-varastama		1
kestma	alles	1
krabama	kokku	2
pildistama	ümber	1
toksima	valmis	1
asetsema	ligi	1
korjuma	kokku	1
loksuma	üle	2
ronima	laiali	1
tarima	üles	1
kostuma	ümber	1
ühituma		2
röökima	kaasa	2
kolistama	mööda	3
kodeerima	välja	1
pihtama		4
lohistama	järele	3
nägema	mööda	2
kohmitsema	lahti	1
trummeldama	vastu	1
haaklema		1
kaevuma	välja	1
jooksutama	läbi	1
loksuma	alla	1
õiendama	kallal	1
sebima	kinni	1
kohenduma		1
lugema	pärast	1
käima	juures	1
hüpatama		2
loksuma	mööda	1
läigatuma		1
suri-murima		1
torkama	ära	1
kilksus-kolksuma		1
rüüpama	pealt	1
mõtlema	ette, valmis	1
loovima	välja	1
keerama	vingu	1
jooksma	kaasas	1
lenksuma		1
kremateerima		1
annihileeruma		1
nööpima	valla	1
kõpsima	vastu	1
minema	mööda, läbi	1
seisma	kohal	1
tõttama	edasi, läbi, mööda	1
minema	läbi, mööda	1
mängima	sees	2
külmetama	tagasi	1
helkima	tagant	1
võtma	vastu, üles	1
helpima	ära	1
ütlema	peale	3
kahanema	kokku	1
laotuma	kokku	1
õrritama	takka	1
pumpama	ringi	2
peesitama	edasi	1
nõrisema	läbi	1
hallinema		1
tupsutama	üle	1
lülituma	sisse, välja	1
minema	ära, ilma	1
puhkama	sisse	1
pidama	valmis	1
sõudma	ära	1
lükkama	lahku	2
ringitama		1
poolhõiskama		1
teabmima		1
nokkima	sees	1
tegema	peksma	2
imbuma	tagant	1
jõudma	lukku	1
noomima	edasi	1
näpistama	vahel	1
sukelduma	järele	1
haarama	läbi	1
tuigerdama	alla	1
hakkama	taga	2
jääma	laiali	1
tuikama	sees	1
krõbisema	vastu	1
kostuma	läbi	1
