verb	compound	total
müüma	kaasa	5
korduvkasutama		1
rabama	kaasa	2
sarjama		20
istutama	ümber	9
kujundama	edasi	3
ehitama	kinni	2
kaevama	lahti	19
nirisema		43
ilmuma	täis	2
viima	peale	4
tegema	puruks	4
käima	sisse, välja	4
desifintseerima		1
seltsima		13
sõnuma	ette, ära	1
piiluma	välja	38
räuskama		40
mekkima		35
viilima	mööda	2
heljuma	üle	1
dekonstrueerima		10
jorutama	kaasa	1
aplodeerima	peale	1
hingama	edasi	2
võitma	peale	2
ulguma		85
tõmbama	edasi	11
ootama	järele	12
katsuma	järele	11
haldama	edasi	1
uhtma		22
uhtuma	ära	1
deklareerima	kokku	1
deklareerima	peale	1
kannatama	sees	1
desinfitseerima		22
selguma	tagasi	1
jätma	lahti	51
nõudma	ära	1
avalikustama	kokku	1
soomustama		10
hävinema		14
tassima	ära	6
šoppama	asemel	1
ostlema		1
šoppama		12
paagetama		1
voolama	läbi	17
askeldama	kinni	1
tohterdama		20
käskida-keelama		1
tähendama	ära	6
nakatama	kokku	1
ennustama	alla	1
utsitama		14
kleepima	üle	4
tormama	laiali	3
sulama	ära	23
jorutama		22
pesema	ära	28
laisklema	ära	1
kaklema	ära, ära	1
teretama		82
spikerdama	peal	1
pillama	maha	36
tõttama	välja	5
kõmpima		43
kleepima	üles	2
sorima	läbi	5
tihkuma		32
olgu-olema		4
kraapima	kokku	19
käisima		1
hüüdma	ära	3
kapsama		1
klohmima		8
kössitama		30
veetma	vastu	1
luksuma		13
torkima	takka	1
olema	ees, lahti	1
tahuma	välja	4
tahuma		19
lendama	ära	40
arutama	alles	1
vajama	peale	2
vuristama		33
võpatama	ette	2
tõstma	ette	26
looma	edasi	4
esitlema	kokku	1
kroomima		2
lubama	sisse	7
heegeldama		27
resideerima		10
kiikama	sisse	7
hoidma	üleval	8
vajuma	kössi	1
lukkuma		2
tõmbama	puruks	9
hullutama	ära	2
astuma	maha	51
känguma	all	1
vürtsitama		28
röövima	võidu	1
kehtestama	ette	1
elektrifitseerima		6
ivnesteerima		1
kägistama		45
panema	kuskile	2
hõrendama		3
selgitatama		1
detoneerima		2
kohustama	kaasas	1
mõistma	hukka	14
paluma	ära	26
lugeda-vaatama		2
realiseerima	kokku	1
muutma	ette	1
nõudma	võlgu, välja	2
lõppema	ilma	1
pritsima	üle	3
liimima		22
tupsutama		18
rippuma	alla	16
küütlema		21
riputama	alla	1
krässima		5
keerlema	kaasa	1
kinnitama	külge	2
pidama	koos	4
voolima		56
rullima	lahti	20
kinnitama	pidama	1
toonima		16
lokkima		20
tuiskama	läbi	3
kraaksuma		22
rullima		27
lõikama	sisse	15
pruunistuma		3
hõõruma	sisse	1
õmblema	kinni	14
valguma	välja	11
täidima		1
ahkima		4
hautama		26
määrima	pealt	2
suruma	sisse	14
asetama	juurde	1
valama	läbi	1
jätma	läbi	5
liivatama		10
uimastama		22
kaeblema		30
nostalgitsema		5
kiirustama	taga	1
tikkuma	esile	1
kaotama	vahele	1
kasvama	mööda	3
olema	kohale	4
rahustama	maha	34
tooma	koha	6
edvistama		35
tunduma	kokku	2
poksima		7
kulutama	maha	2
veeretama	edasi	4
tegema	alt	1
võtma	all, vastu	1
kulpima	ära	1
kleepuma	külge	5
tatsama		46
suvatsema		106
parafeerima		4
viskama	maha	55
plommima	kinni	2
panema	ümber	55
seisma	tarvis	1
puhituma		3
tõmbama	üle	29
reisima	ringi	17
kolama	ringi	35
sööbima		37
tormama	võidu	1
matematiseerima		1
konserveeruma		6
orkestreerima		3
haarama	järel	1
seisma	ära	10
sõitma	puruks	6
suutma	üle	4
pugema	läbi	22
märkima	üle	10
rahuldama	alla	1
sikutama	lahti	2
paiknema	sees	1
degusteerima		10
pumpama	tagasi	1
tüürima	tagasi	3
töötlema	läbi	1
needma	ära	17
vilksama		28
kanguma		8
pallima		5
looma	üle	5
vaatama	alt, üles	17
sprintima		4
kaasama	ringi	1
kauplema	välja	33
hääletama	maha	14
kiitma	üles	6
investeerima	juurde	2
sõitma	võidu	6
mahtuma	kokku	2
hüppama	ära	10
opereerima	välja	3
silkama	ees	2
kihutama	eest	1
informeerima	ette	1
klirisema		13
tassima	kaasa	10
mängitama	maha	2
materdama		27
tegema	üle	24
ennustama	üles	1
minema	alt, läbi	1
panema	mööda	37
armeerima		1
refinantseerima		6
ütlema	edasi	38
hoidma	ees	3
tegutsema	üle	2
arvutama	ümber	5
tegema	ette, valmis	3
sisetama		1
keevitama	kinni	4
freesima		5
vajuma	sisse	39
haljastuma		1
betoneerima		8
kavaldama		24
mediteerima		21
pakkima	sisse	17
kargama	kallale	30
lendama	eest	4
raiuma	lahti	5
lööma	tagasi	20
sokutama	läbi	1
maksma	üle	8
pitsitama		44
lükkama	tagant	9
oletatakse-arvama		1
kasvama	ümber	10
pleesitama		2
viskama	tagasi	12
formeerima	ümber	3
kraamima	kokku	2
avastama	tagant	1
rehmama		46
taguma	kinni	7
pommima		9
sõlmuma		13
tervendama		7
süüdistama	sisse	1
hukkuma	kokku	3
kuivama	ära	28
tärgeldama		13
ulatama	laiali	1
improviseerima		57
tähistama	koos	2
mõõdistama	ilma	1
mõõdistama	ära	2
näsima		17
sumpama		53
sisaldama	sisse	1
võlgnema	kokku	2
lükkama	laiali	20
paistma	ära	20
valima	ette	3
hävima	kokku	1
ehtima	ümber	3
seisma	pooleli	2
sõltuma	edasi	2
lösutama		53
ümberpaigutuma		1
allrentima		2
logistama		23
uisutama		16
lõppema	tarvis	1
näha-tundma		1
ütlema	järele	9
kalestuma		6
kerima	läbi	3
rääkima	lahti	10
puhisema		11
mõeldnuma		1
trügima	kõrvale	4
trügima	eemale	2
tõusma	ette	5
piiksuma		40
sõidutama	kokku	1
kasvatama	valmis	1
tallama	ära	11
kihutama	ringi	15
erituma		44
teavad-tundma		1
tootma	kokku	4
kröönima		1
laiama		11
heiskama		31
valmima	nõus	1
pistma	välja	65
sekeldama		23
tulema	taga	5
keerama	eemale	1
astuma	läbi	114
häälestuma		15
posima		3
silkama		11
tagandama	peale	1
teenima	koos	1
käima	lukku	5
laduma	täis	8
ironiseerima	üle	2
olema	puruks	1
tolmlema		5
laekuma	üle	1
jahutama	maha	17
kasvama	edasi	6
süüditama		1
suunduma	läbi	1
rivaalitsema		5
telefoniseerima		6
toimuma	kokku	2
õnnetuma		1
üpruma		1
kippuma	peale	14
tahuma	üle	1
petma	ära	50
kihutama	üle	4
vormistama	üle	1
pikeerima		8
tuuseldama		20
klobima		15
kangutama		44
viibima	kokku	2
hulkuma	ringi	46
napsitama		10
kemplema		9
masseerima		50
sõbrustama		27
viinastuma		1
paluma	kinni	4
rasvama		19
noorenema		12
kolletama		17
kasvama	kinni	23
sündima	ilma	9
minema	maha	79
pakkuma	ringi	2
taasjätkuma		1
vaagima	kokku	1
sööstma	välja	20
rajama	üles	1
januma		8
lööma	ära	62
üllatab-jahmatama		1
välistuma		6
loota-uskuma		1
närima	sisse	1
pissima	alla	1
kriiskama		52
jooksma	kohale	11
vedama	eemale	5
peksma	puruks	16
kablima		1
lääpama		4
võõpama	üle	4
nihkuma	ette	2
võistlema	kaasa	1
patseerima		31
sõitma	tagant, otsa	4
pälvima	välja	1
tekitama	alt	1
kikitama		32
laskma	mööda	73
vormuma		26
keerama	ära	38
elatama	ära	5
digima		3
vetruma		10
kümnekordistuma		4
aitama	tagasi	9
mänglema		40
ammuma		12
keerama	maha	24
avaldama	üles	2
vaktsiinima		3
asuma	taga	1
ostma	üle	3
märkama	üles	2
olema	ette, vaja	2
juhtima	pealt	1
tõstma	kokku	2
katma	üle	4
valgustuma		9
rõivastama		19
rivistuma		27
tampima		31
korraldama	üles	1
kuulda-nägema		5
looma	maha	26
tegema	säru	8
saavutama	ees	1
tuiskama	kohale	2
surisema	mööda	2
solkima		13
kohenema		2
erutuma		39
salatsema		11
protokollima	ära	1
väljastama	koos	1
tuiskama	välja	3
monteerima	lahti	2
lõhkama		22
heakorrastama		3
harjutama-kasvatama		1
afisheerima		2
huvitab-vaevama		1
tegema	sekka	3
demilitariseerima		1
edastama	kokku	2
pimestama		75
järama		18
toetama	alla	1
jätkama	vastu	1
saatma	üle	4
lehtima		11
tsentreerima		3
nikeldama		13
poonima		1
hõõruma	nahka	1
investeerima	ilma	1
libisema	kõrvale	6
detsentraliseeruma		2
muretsema	juurde	3
sättima	sisse	5
hõõruma	laiali	9
rögistama		7
käima	pealt	1
tegema	eest	1
sisisema		42
suitsetama	ära	5
küsima	üle	45
õppima	koos	7
patsu-patsuma		1
patsuma		6
jõnksuma		2
potitama		1
võtma	pealt, ära	2
saatma	kokku	2
suruma	lahti	5
sõitma	eest, ära	4
draftima		3
nägema	alles	2
tekitama	kokku	6
asuma	kohale	3
võtma	ilma, kokku	1
nabima		8
kohtuma	ringis	1
vajama	tarvis	1
üle-mööduma		1
immatrikuleerima		10
kestma	ilma	1
võitima		2
naturaliseerima		2
podisema		23
vurama	välja	3
sundima	välja	5
töötlema	ümber	7
istuma	ära	14
ületama	kokku	4
algama	peale	15
tõmbama	lahti	111
kõndima	edasi	40
jõllitama		127
sattuma	läbi	1
saatma	järele	21
istuma	peal	3
looma	ette	13
puiklema		15
tirima	välja	55
loopima	vastu	2
tooma	kaasa, ilma	1
tingima	alla	2
sahistama		29
tolmeldama		10
kihutama	mööda	23
näpistama	ära	2
tõstma	peale	12
demineerima		4
poetuma		1
rääkima	kokku	12
kõlisema		51
keetma-vaaritama		1
lendama	läbi	12
piidlema	läbi	1
jõudma	sisse	2
looma	kinni	25
vahetama	välja, vastu	3
kleepima	täis	4
torkima	edasi	3
küsima	sekka	1
andma	esile	1
kumama	vastu	4
rähklema		10
käima	vastas	1
juhatama	kätte	4
puksima		7
kargama	välja	59
nutsima		42
ligunema		20
valima	all	1
looma	mööda	5
mõtlema	vastu	2
pragunema		31
zhestikuleerima		5
oimetuma		9
kiitlema		70
toitma	täis	1
mähkima	sisse	6
näinud-kuulma		1
kinkima	kaasa	1
ajama	ringi	10
paksenema		25
valvama	järele	3
tingima	üles	1
erakonnastama		2
keetma	valmis	3
mõeldud-tegema		3
hankima	tagasi	2
tõstma	kõrvale	13
rallima		3
rabistama		16
evakueeruma		8
soovima	kokku	1
togima		28
tutistama		9
austama	üles	1
lastima		10
lossima		2
siputama		13
taguma	vastu	10
laduma	välja	37
võitma	kokku	6
kriipima		38
kaasnema	kokku	1
suhtuma	üles	1
saatma	sisse	2
lööma	puruks	38
panema	heaks	1
lootma	alla	1
põgenema	läbi	2
paiskama	välja	18
laastama	kokku	1
uhtuma		46
rassima	läbi	1
ületama	ilma	1
seisma	maas	2
liikuma	eest	1
kaitsma	üles	2
startima	koos	1
juhtima	kokku	5
kümnekordistama		1
suskama		66
müüma	kokku, maha	1
laenama	sisse	1
napsama	tagasi	1
hüvitama	kokku	2
viruma		9
ronima	üle	7
vettima	läbi	4
jäätama		7
libisema	ära	12
libisema	lahti	2
vinnama	üles	9
ronima	üles, välja	1
kaduma	alt	4
rühkima	üles	9
ronima	alla	39
minema	täis	26
treenima	koos	5
tasuma	rahul	1
tudeerima		40
rapsima		50
pingutama	koos	2
lendama	peale	5
3olema	kaasa	1
Kääriku-sihvama		1
tõukama	üles	4
rajama	peal	1
nämmutama		22
võitma	ees	1
püstitama	kokku	1
unelema		35
sajatama		37
üllatuma	üle	1
vigastama	kokku	2
menetlema	edasi	3
glorifitseerima		1
leegitsema		14
grillima		24
pragisema		23
õhetama		94
immitsema		34
vurama	mööda	1
lendama	sisse	10
putkama		6
viima	kätte	2
kätlema		25
garneerima		5
mobiil-parkima		1
tahtma	ette	3
esitama	üle	1
lahutama	maha	2
jooksma	maha	19
kaasrahastama		2
istuma	täis	2
kõndima	püsti	1
taasinvesteerima		1
suurenema	kokku	4
sättima	ringi	1
kaduma	laiali	2
vurama	tagasi	2
kargama	püsti	96
lörtsutama		1
kärsatama		3
pühkima	laiali	4
kuulatlema		4
suunduma	vastu	1
heitma	peale	6
langema	järel	1
astuma	vahele	20
saavutama	tagasi	1
hoidma	peale	1
kurjustama		44
kuluma	ringi	1
lõdvestama		11
põgenema	eest	1
kihutama	edasi	21
peremehetsema		12
tõmbama	alla	37
närveerima		26
teenima	kõrvale	1
arvestama	kokku	9
olema	vaja, kokku	1
panema	ette, kinni	3
koorima	maha	11
tegema	peale	53
promeneerima		4
starima		1
treenima	üle	1
looma	ära	14
tsenderdama		3
eskortima	tagasi	1
kaelustama		26
vedama	tagasi	11
oskama	edasi	2
jahmuma		147
tegema	tarvis	7
lirtsuma		24
kastma	üle	3
pidutsema	edasi	3
vastama	juurde	1
tasaarveldama		5
toimuma	ümber	2
poseerima	koos	1
laksima	lahti	1
tuiskama	sisse	2
minema	ilma	3
keerama	sisse	28
peksma	sisse	7
sõimama	läbi	17
vajuma	kokku	59
demobiliseerima		5
ronima	sisse	38
magama	edasi	26
õmblema	tagasi	3
tormama	järele	12
lükkama	üles, edasi	1
kukkuma	üle	1
kappama	ees	1
implanteerima		12
asuma	ümber	13
siduma	ette	13
juhtima	otsa	1
kallutama	alla	1
jalutama	tagasi	15
liitma	otsa	1
kannatama	võlgu	1
popsima		4
kiskuma	kõrvale	3
jaurama		15
ratsutama	mööda	1
kakerdama		17
läigatama		46
jahutama	ette	1
kimama	ringi	3
jääma	ette, alla	1
saatma	peale	7
blondeerima		13
masindama		7
loivama	ringi	2
nõksutama		11
nunnutama		3
üllatus-üllatuma		2
vibreerima		18
solgutama	läbi	1
istuma	läbi	5
kissitama		71
ühmama		73
eputama		31
liigtarvitama		1
ravitsema		25
tahveldama		1
klaasima		5
korjama	läbi	2
sirama		20
toksima	edasi	2
resoneeruma		3
ulpima		19
pühendama	koha	1
hägunema		6
aretama	koos	1
lõpma	otsa	10
sõtkuma	edasi	2
lükkama	läbi	3
ligunema	läbi	6
jõudma	läbi	8
krahmama		20
rohima		22
tudisema		12
ronima	otsa	15
magneetima	lahti	1
rinnutama	välja	1
köitma	juurde	2
kohtama	vastu	1
astuma	kohale	2
riputama	otsa	5
peletama	tagasi	1
helkima		69
painutama	kokku	2
maitsema	üle	1
hõõruma	vastu	5
krõbistama		23
kopsima	kokku	2
voolama	ära	7
ulama		11
tormama	kohale	13
vulisema		18
toppima	kinni	12
vettima		24
õpetama	ümber	3
nääklema		8
avameelitsema		8
riivima		12
desodoreerima		1
vahustama		12
käppima		9
mürgeldama		7
hüppama	vastu	3
manama	ette	22
kõdistama		7
mõtlema	valmis	15
taas-iseseisvuma		1
irvitama	vastu	4
ässitama		30
arvama	üles	2
õhutama	üles	1
taaruma		35
pääsema	eest	4
meisterdama	valmis, ringi	1
suutduma		1
ägisema		50
pikutama		72
hallitama		27
astuma	mööda	30
püsima	püsti	17
sobima	kõrvale	2
kirjutama	koos	3
rühkima	edasi	22
korjuma		8
tusatsema		6
jõudma	vahele	1
kosutama		34
upitama	maha	2
täitma	kokku	2
sättima	valmis	7
ähvardama	vastu	1
pakkuma	vastu	14
kolisema		56
vajuma	tagasi	34
purjetama	järele	2
paistma	valmis	1
saatma	eemale	3
pugima		6
puhkama	ära	2
priiskama		15
tellima	ilma	1
trotsima	ilma	1
kommenteerima	välja	1
lipsama	eest, ära	1
patseerima	ringi	4
analüüsima	koos	3
kleepima	külge	18
leostuma		20
jooksma	ette	13
ostma	üles	15
näitama	kätte	13
naerutama		16
pilgutama		185
tormama	üle	5
sattuma	kinni	1
meelitama	kaasa	3
terroriseerima		28
sebima	ringi	7
põruma	maha	1
pakkuma	täis	1
kruvima	juurde	2
tõmbama	üles	46
sööma	koos	6
luusima		31
elama	lähedal	8
sõrmitsema		26
valima	koos	2
podistama		2
laulma	sisse	8
leelotama		9
mugistama		6
heldima		47
taguma	läbi	2
keerama	üle	4
vajuma	alt	1
kiskuma	ära	28
raseerima		38
hämarduma		55
matsutama		23
juhatama	ette	2
hööritama		25
kerima	peale	1
süvapuhastama		1
salendama		1
imenduma		57
aromatiseerima		1
trimmima		5
tonkama		4
selitama		9
aevastama	peale	2
tuhandekordistuma		2
isoleeriti-soojustama		1
pääsema	üles	6
pärima	järele	11
venima	välja	20
koosnema	kokku, kokku	1
helkama		2
minema	järele	91
sõdima	vastu	8
süstima	sisse	10
toniseerima		4
sügavkülmutama		43
kasutatama		3
tutvustama	üle	1
lugema	tagasi	1
paistma	vastu	9
internetiseeruma		1
lahustama	ära	2
võitlema	vastu	19
põruma		37
kainestama		11
demonstreerima	peal	1
mudima		69
kandma	lahti	1
kortsuma		17
nutserdama		1
nihverdama		9
maksma	kokku, ära	1
sildama		2
liigutama	üles, alla	1
jaguma	ette	1
allrentima	edasi	1
mütsuma	edasi	1
külmuma	kinni	8
otsutama		4
hindama	vaja	1
osoneerima		1
koksuma		1
kolima	välja	37
elame-nägema		7
liguma		8
hea-halvama		1
mürtsuma	edasi	1
kihutama	vastu, mööda	1
laristama		6
jääma	järele, täis	1
toibutama		5
toitlustama		1
funksioneerima		1
ehitama	lahti	1
vahendama	lahti	1
pidama	kaasa	2
hüppama	läbi	12
kohvitama		3
kerkima	edasi	1
võtma	võlgu	3
valetama	kokku	10
sahkerdama		9
amelema	ringi	1
litslema		1
nihutama	kõrvale	7
peesitama		31
põksuma		27
juhmistama		1
taltuma		39
jõudma	alla	13
saavutama	võidu	7
saama	ringi, sisse	1
kuulma	edasi	2
püsima	koha	1
kirjutama	alla, kokku	1
ronima	ligi	1
tundma	alla	1
lippama	välja	9
määrima	peale	9
poegima		110
mehitama		10
jätma	edasi	3
juurima	välja	30
ehmuma	eemale	1
dekriminaliseerima		3
lepitama	ära	5
valama	täis	30
maigutama		47
soojendama	edasi	1
kompostima		1
paksendama		2
veetma	läbi	1
toimetama	üle	2
peatuma	koht	1
kõksama		2
põrutama	mööda	5
minema	vastamisi	2
uinutama	ära	1
mõtlema	üle	9
tigetsema		8
alavääristama		17
soojendama	üles	14
määrima	laiali	3
hapnema		4
kasvatama	sisse	3
hoidma	valmis	3
pahandama	ära	11
rabelema	välja	43
kahjatsema		8
äigama	vastu	4
innustama	juurde	1
mõtlema	ette	23
viskama	üle	33
tegema	kõrvale	5
vermima		22
pidama	lahus	1
vaatlema	lahus	2
nügima		22
suurendama	ringi	1
väljenduma	ringi	1
haipima		2
mulistama	ringi	1
pressima	takka	1
muteeruma		13
veerima	edasi	1
pritsima	täis	3
nõrutama		3
loputama		84
võidma		12
tampima	puruks	4
tellima	ette	5
moorima		6
tempima		10
hoidma	ära, tagasi	1
uhama	ringi	6
seiklema	ringi	2
tarretama		15
kiskuma	tagasi	5
kõndima	välja	22
russkima		2
kostma	vastu	7
pudistama	vastu	1
vahetama	ringi	4
õiendama	vastu	4
haugutama		3
sattuma	alla	18
istuma	taga	11
puhastama	kokku	1
hüppama	järele	6
sikutama	üles	8
veerema	edasi	9
jäigastama		1
lõõgastama		11
pidama	tagasi	3
korraldama	välja	2
lööma	pealt	1
tõukama	tagasi	6
rändama	läbi	7
murdma	ringi, sisse	1
toon-toonima		3
litsuma	sisse	1
häälitsema		64
saama	villand	16
selgitama	ära	3
väestama		1
lagistama		33
õõtsutama		24
kobima		40
võtma	järgi	1
passitama		16
ühinema	kokku	1
süüdistama	hulgas	1
saavuttima	läbi	1
gaseerima		7
kääritama		8
rippuma	all	1
soovima	tagasi	3
arveldama		14
kõpitsema		10
naksima		4
hakkama	alles	3
vedama	lahti	11
kümblema		17
tossama	täis	1
sheikima		1
tulitama	vastu	1
mõistma	alla	1
otsustama	kokku	1
lõpetama	üle	1
põrmustama		19
graundima		1
piidlema	otsa	1
peeretama		12
lükkama	alla	24
rebima	käest	1
heitma	sisse	9
tõmbama	üles, maha	1
minema	kõrvale	15
kaema	kinni	8
ahvima		10
pugema	ligi	6
heitma	koos	1
jälgima	ilma	1
olema	üleval	3
libisema	vastu	1
juhtima	ette	2
ikestama		6
kuuluma	edasi	2
looma	rahul	1
muretsema	vaja	1
painutama	ära	1
suruma	tagant	1
ehmatama	lahti	2
häbivääristama		1
tossutama		11
tantsima	ümber	1
vohama	edasi	2
klantsima		6
mahtuma	püsti	1
klõpsima		8
klikkama	peale	1
põrutama	sisse	2
saama	ilma	25
lohistama	välja	10
maksma	läbi	1
õngitsema	välja	32
kohustama	ära	1
prassima		6
tulema	tagant	6
surema	maha	14
nottima	maha	18
kordama	ühte	1
hüppama	täis	1
sõitma	lahti	2
pakutama	välja	2
diagnoosima	kokku	4
saama	tagasi, kokku	2
päästma	tagasi	1
seisma	ette	20
sildistama		3
traavima		23
ajama	lahti	11
ajama	üle	15
vastama	üles	1
uhtuma	tagasi	1
nilpsama		8
varisema	sisse	7
susserdama		4
käituma	välja	1
mõtlema	vaja	1
sirutage-ringutama		1
kallistama	läbi	1
kelgutama		13
toppima	otsa	2
viskama	alla	30
kolksatama		37
jõnksatama		7
sisenema	ilma	2
korjama	kaasa	4
aktseptima		1
rahastama	läbi	1
vahetama	alla	5
pidama	ära	19
tegelema	peale	1
pöörduma	alla	1
seisma	lähedal	11
poetiseerima		4
ohverduma		1
riimuma		13
küsimärgistama		5
vahtima	pealt	5
ronima	ringi	3
kaitsma	vastu	1
sõitma	tagant, sisse	2
lubama	ette	2
laskma	laiali	2
korraldama	ilma	2
nägema	taga	3
jääma	täis	13
paluma	juurde	5
naasma	üle	1
toimuma	lähedal	3
hoiatama	valmis	1
peitsima	ära	3
Ukraina-stiilima		1
puhuma	sisse	33
kärgatama		30
kajama	vastu	42
sõimama	täis	7
vehkima	sisse	11
pidama	alles	2
mõjuma	ära	1
pugema	sisse	28
aevastama		28
riisuma	kokku	3
kraapima	seest	1
vintsutama		12
jumaldama		62
laskma	ette	6
tahtma	esile	1
olema	maha, vaja	1
kaaluma	vastu	1
eksima	vastu	3
värbama	kokku	1
turritama		18
kaebama	üles	6
karjuma	maha	4
tõstma	maha, kokku	1
ohjeldama	sisse	1
mahitama		4
otsustama	ette	3
puuduma	välja	1
omama	üle	1
vibreerima	kaasa	3
vaatas-kuulama		1
kiibitsema		6
lõikama	tagasi	7
harjutama	läbi	3
hääletama	kokku	1
jõlkuma		18
krabama		39
aitama	alla	5
lisama	vaja	1
kiskuma	maha	41
jõudma	pealt	1
kihutama	ette	3
heitma	ühte	4
nüristama		8
uuritama		1
kohutama	välja	1
saatma	välja, tagasi	2
puhuma	üle	1
tõmbama	alt	7
harutama		21
depolitiseeruma		2
kuluma	üles	1
käituma	ees	1
taaskinnituma		1
sõnama	ära	4
sündima	võlgu	1
põimima	sekka	1
hõõruma		232
helestuma		1
liimima	tagasi, kokku	1
annetama	heaks	1
sobima	juurde	1
kootuma	ümber	1
puhuma	välja	30
lööma	alt	8
tasuma	üle	1
loendama	kokku	4
paigaldama	üle	1
tõttama	ligi	3
kirjutama	kokku, alla	1
ette-andma		1
lähetama	välja	2
avaldama	välja	2
leiduma	tagant	1
väljuma	tagant	1
päästma	valla	12
rebima	ära	9
kootuma		9
tuustima	edasi	1
tikkima		54
trügima	vahele	8
siutsuma		10
võpatama		381
pummeldama		12
rahmeldama	ringi	3
olema	läbisegi	2
leotama		33
saama	hukka	10
kooberdama	ringi	1
hõikuma		30
huikama		19
kirjutama	vahele	3
tekkima	tagasi	3
andma	tuupi	1
kärpima	välja	3
põmmutama		3
sõitma	maha	22
sabistama		5
kombineerima	ümber	1
vurama	ette	1
kihutama	tagant	11
lehvima	ringi	3
purjutama		7
looma	lõhki	1
sirgeldama		9
koolma		12
kirjutama	tarvis	1
aksepteerima		2
arvestama	läbi	1
luituma		53
ägestuma		39
leeritama		4
tahtma	lahti	6
voolama	kokku	4
praakima		26
palpeerima		3
seemendama		19
värvuma		39
tihkestuma		2
punkteerima		3
pyogenema		1
tsentrifuugima		7
märguma		14
inkubeerima		46
arvutama	edasi	3
metaboliseeruma		4
suurenema	sees	2
lüüsima		1
leetuma		48
avaldama	tänu	6
põhjustuma		1
bovima		3
lüpsma	välja	7
laapuma		6
kalgenduma		5
umbrohtuma		5
linnastama		3
lõhustama		45
esinema	hulgas	4
lugema	heaks	2
lööbima		13
isoleerima	kokku	6
vastunäidustama		32
aprobeerima		2
kinnitama	kinni	1
kinnituma	külge	1
asetama	peale	4
toimuma	külge	1
taudistuma		1
tervistuma		9
lubjastuma		1
ligeerima		11
transplanteerima		5
neerutransplantaadima		1
autoreguleerima		3
hüpertrofeeruma		5
mikroskoopima		1
fermenteerima		5
pastöriseerima		5
kõhnenema		2
sopistuma		2
poolduma		8
persisteeruma		5
langema	välja, kokku	1
tabandama		3
inokuleerima		1
elimineeruma		2
infitseeruma		12
infitseerima		21
Resposurema		1
Respisurema		1
iseloomustuma		3
registreerima	kokku	10
vähenema	koos	1
gofreerima		1
järjestuma		7
ekstraheerima		16
amplifitseeruma		1
tuberkuliniseerima		1
