verb	total
adsorbeerima	2
lipolüüsuma	1
ankurduma	1
silmastama	1
püstuma	1
granuleerima	6
kõplama	6
roojama	8
lõastama	4
seeduma	47
ekstraheeruma	4
pipeteerima	5
tiinestuma	3
fagotsüteerima	1
turvastuma	3
pealtväetama	2
resorbeeruma	3
atrofeeruma	4
jämenema	10
inaktiveerima	15
genotüpiseerima	1
deioniseerima	2
amplifitseerima	2
perforeerima	4
srottima	1
denatureeruma	1
desatureerima	1
hapestuma	1
leidima	2
propotsioonima	1
iurima	2
subordineerima	1
koaleeruma	1
desintegreerima	1
bürokratiseeruma	5
frustreerima	5
presumeerima	1
leevenema	17
artikuleeruma	2
devolveeruma	1
politiseeruma	5
ferendama	3
erakonnastuma	1
M. hagema	1
subsumeerima	5
thesima	1
lähtuttama	1
amortiseerima	2
majuma	2
tiinestama	6
ümarduma	7
kumerduma	4
köpruma	18
pelvima	8
õgvenema	3
väitama	1
fraktsioneerima	1
roteeruma	1
fetotomeerima	1
tüsistuma	20
pitsuma	6
kontrasteerima	1
FITC-konjugeerima	2
deparafineerima	1
veetustama	3
prolifereeruma	2
sidekoestuma	1
kanaliseeruma	3
opteeruma	4
gradueerima	2
evangeelse-reformeerima	1
saksastuma	9
promoveerima	4
aadeldama	1
kodanlikustuma	2
profesionaliseeruma	1
lesestuma	4
instutsionaliseeruma	1
balloteerima	1
arvutiseerima	4
problema	1
mitte-uskuma	1
taasäratama	1
ühtsustama	1
konnoteeruma	6
evolutsioneeruma	2
M. kostma	1
taastekitama	1
divergeeruma	1
introdutseerima	2
signema	2
circlema	2
crypsima	1
genema	1
antropomorfiseerima	2
rääksima	3
plaadistama	6
lahtised-lotendama	1
shlikerdama	2
partikulariseeruma	1
potestama	1
taasühendama	6
kodifitseerima	8
presideerima	5
konfirmeerima	1
mõisastama	1
sekvestreerima	1
tanutama	2
põlletama	1
läänistama	1
praxima	1
cultuma	1
docendama	1
magima	1
locima	1
fiscuma	1
holdima	1
julge-tahtma	1
shantzhzheerima	1
jõmistama	2
ruulima	10
kurrutama	1
nemuma	1
ootnuma	1
suigutama	6
toonistama	1
depoetiseeruma	1
poetiseeruma	1
pomama	1
taas-tooma	1
jadima	2
vaincuma	1
hääduma	1
osaks-jagama	1
diftongistuma	29
rāvitsema	1
ūvittama	1
lettama	1
letsema	1
tasanduma	3
wässima	2
laasima	7
niguma	4
stöttama	1
pöruma	1
labialiseerima	1
monoftongistuma	1
O. võrdlema	1
C. algama	1
vatrieeruma	1
põllumajandusettevõtetes-taluma	1
laenustama	1
C. lisama	1
diskonteerima	5
atakeerima	3
kaasuma	36
santima	4
W. pagema	1
armatama	1
füllima	1
parrandama	1
röhmustama	2
walgkustama	1
pohatama	1
auustama	1
palluma	1
öördama	2
tallima	1
kolmandama	2
kilistama	2
puukima	3
tokerduma	3
marodööritsema	1
pungitsema	1
läntsima	2
kõnnisklema	3
tiksutama	2
rahmima	8
barrikeerima	1
plõksima	6
pumpsima	1
nükerdama	5
suunistama	2
intoneerima	3
meelisklema	12
mökutama	5
efektitsema	1
tundlema	6
emblema	2
ehmunud-erutama	1
trimpama	11
tompuma	1
odöreerima	1
adoniseerima	1
aksessuariseerima	1
nillima	1
igritsema	3
uitlema	2
kallutuma	1
siuhkama	3
kiunlema	1
volksuma	2
rutjuma	6
luulendama	2
gaasistuma	1
vaimsestuma	1
peenmaterialiseeruma	1
pluraliseeruma	1
mõlgutlema	1
kõlgendama	1
pitserdama	1
labastama	7
ilmsistuma	1
miilustama	4
sortsutama	1
liimuma	1
kipsistuma	1
nälpsama	1
inaugureeruma	1
võnderdama	1
säutsuma	2
loiutama	1
lidistama	2
sublimeeruma	1
hõiklema	5
matsuma	3
küsides-vastama	1
sulpsama	6
menema	3
vöttima	1
sapsima	1
röhuma	1
poristama	2
ammustama	2
sulpsima	2
joristama	3
täpendama	1
nülima	1
purtsama	1
plaatima	2
kraapsima	2
pragistama	1
oopima	3
koogama	3
varistama	2
riibuma	8
tohletama	2
tsinkima	2
ängama	6
kraavitanud-praavitama	1
riimima	6
praavitama	8
vulgariseerima	5
kondenseerima	2
joodima	1
karvuma	1
lapsendama	32
nääkuma	1
jagelema	10
vääksuma	6
lätsutama	3
lupsama	1
illumineerima	3
kandestuma	1
kõhatama	1
mainittima	1
lahuta-lahkama	1
naeratavad-irvitama	1
plurtsatama	1
pröökama	9
kõvenema	1
zestikuleerima	2
kärtsutama	1
silenema	2
sortsima	1
hooglema	2
rekristianiseerima	1
dekolteerima	1
lõõrima	1
vääksub-vääksuma	1
torutama	7
masturbeerima	12
aspireerima	6
selekteeruma	2
pestud-kasima	1
tilpnema	7
uestima	1
punsuma	7
pressuma	2
lurisema	5
kumendama	3
igavikustama	5
dekondenseeruma	1
kõpsuma	1
lärtsuma	2
puskima	3
nurisünnitama	1
jäntuma	1
konstulteerima	1
liperdama	1
deklineerima	1
inkrementeerima	1
rasestama	1
virnastama	1
jumal-teadma	2
plärama	2
pekkima	1
kõlksahtama	2
mõistsima	2
jüudnuma	1
lõnkuma	2
ammu-uurima	1
partsatama	2
spondeerima	8
tolberdama	1
jookima	1
transgeensima	1
pingutuma	2
transleeritakse-transkribeerima	1
resoneerima	5
eksponeeruma	2
mõurama	1
iitsama	1
summeeruma	4
annuleerima	1
kõvastuma	1
sositama	3
gurmaanitsema	1
särama-fluorestseerima	1
siirutama	1
uksuma	1
häkerdama	1
tuduma	5
litsitama	1
kooletama	2
röhkima	4
deklameerida-deklareerima	1
maintuma	1
komistuma	1
muidugi-mõistma	2
jäävustama	1
änglema	1
kristallima	1
nuhitama	1
perima	18
o-olema	2
keerutatama	1
eksitseerima	1
loojus-lahkuma	1
sõbrutsema	2
hangeldama	4
kirjutatud-salvestama	1
mine-minema	2
kaitseriivistama	1
hoidima	1
supsatama	1
kontrastima	5
fluorestseerima	1
b-laskma	2
prigisema	2
pruulima	11
lillutama	2
tusendama	2
röitsutama	3
muigatama	1
roiutama	3
lödistama	4
poosetama	8
tšekkima	4
frustreeruma	1
prükkari-stiilima	1
tšekkama	2
bravuuritsema	6
pläkutama	2
maniküürima	2
sõbranjetama	1
zuumima	1
põmatama	1
nõksama	6
lihvuma	2
ladisema	3
kõbistama	5
jõristama	1
plaksama	3
ülbama	7
koozerdama	1
spikuma	1
kituma	2
sumistama	2
lillatama	2
pedereerima	3
lõristama	1
oli-olema	1
õrnuma	2
hinkuma	1
aasuma	1
sussutama	7
ole-ole-olema	1
supsama	3
S . T. olema	1
kõristama	2
iilima	2
kätsatama	11
friseerima	1
kestendama	9
punima	1
krõgisema	1
krookima	4
oidima	3
irmuma	8
seebitama	13
seenetama	3
muisklema	2
jumestama	3
lopsama	1
tonksima	3
väntsutama	6
üppama	2
pöial-liisima	1
purgistama	1
lõõtsatama	1
kompsima	2
sälkima	1
viigitama	3
vedima	3
perioodiseerima	1
jätknuma	1
tuhkama	4
rihmutama	1
väntsuma	1
kivistama	4
kalestama	3
nõjatama	8
udima	1
kahenema	1
läindkima	1
märkkima	1
lodistama	1
aukkukünttuma	1
lomppima	1
näittama	1
väittima	2
kaettuma	3
lühikesekspöettuma	1
tõottama	1
heittima	1
märkkuma	1
võnkkuma	1
ratsjonaliseerima	1
pöettuma	1
huikkama	1
lõikkama	2
sõittima	1
hõikkama	1
köettuma	1
võittima	1
siuttuma	1
aettuma	1
saettuma	1
tilberdama	3
klirisesid-tärisema	1
aittama	1
nõrisema	7
augustiõhtama	1
mahajäettuma	1
läägima	5
naelatama	1
noluma	1
staldima	1
tsäutsuma	1
joudnuma	1
dehüdrateeruma	1
vilksima	1
võta-võtma	3
renderdama	1
klõksuma	2
solisema	8
nätsuma	2
pimestuma	1
pinistama	1
loksahtama	1
kaevlema	1
peedistama	3
vabanduma	11
peatun-parkima	1
oodata-lootma	1
veitsima	1
ülenema	5
gruuvima	1
esinema-plaadistama	1
kriipsima	2
hanitama	1
arvattama	1
tönnima	16
usurpeerima	2
demütologiseerima	2
jutumärgistama	2
habitueerima	1
nautlema	1
uperpallitama	2
käänustama	1
probleemitsema	5
mühhima	1
hea-olema	1
jõlgutama	1
taas-looma	1
võrama	2
ekspatrieeruma	1
parodiseerima	1
koteerima	5
karvustama	5
utma	1
desillusioniseerima	1
sigituma	1
krimpsuma	1
kannima	4
insinueerima	4
nõkutama	8
oblitereerima	1
kriipseldama	5
kuumendama	4
palmima	1
sündnuma	1
karussellitama	2
taastaastuma	1
sikitama	1
sakitama	1
kõnnitama	2
vastab-vaikima	1
kõksuma	1
rasvatama	1
mötsima	2
kõgisema	1
sähmama	1
pool-nutma	1
pool-laulma	1
pool-tantsima	1
koksatama	1
intermetseerima	1
kriitseldama	1
koogatama	1
heljutama	1
vopsama	2
ühtuma	6
lupsatama	2
lukutama	2
invaliidistuma	9
lopendama	1
plartsatama	9
märgama	4
punktueerima	1
käuksuma	1
ootavad-vaatama	1
siiberdama	2
teandkima	2
lõdvendama	8
tuimestama	6
e-kirjastama	1
meelituma	1
lamineerima	3
magatama	12
tead-küll-mida-ma-mõtlema	1
inima	2
tuhmistama	4
marmastama	1
kopeeruma	1
sidustama	2
alaväärtustama	1
türmima	1
kasutuma	1
hurjuattama	1
dogmatiseerima	1
inimestama	1
tsolgutama	1
pahteldama	4
sirendama	2
kitsuma	1
vuntsima	13
kõduma	1
proklameerima	2
jahmatuma	1
krõbisema	14
uuristuma	2
viiksatama	4
kissistama	1
susima	3
nähvatama	1
tiivaripsutama	1
kohmima	1
leilitama	2
lärtsutama	1
plõnnitama	3
läbema	5
malgutama	2
hilberdama	1
aistuma	1
funkama	5
pudisema	3
taaskohtuma	2
demagoogitsema	1
näe-nägema	1
trikitama	5
piuksutama	1
utjama	2
ejakuleerima	1
taasesituma	1
heliseb-kõlisema	1
nakkuma	4
pahistama	1
puttima	1
plupsutama	1
vangla-jamama	1
pudinema	1
väärkasutama	1
kluuksuma	1
proletariseerima	1
superovuleerima	1
sälitama	1
saneerima	5
väärastama	3
A. müntima	1
krääksatama	1
meilima	8
läööduma	1
plõksutama	8
sisitama	2
tõstima	1
kösima	1
rasatama	1
klugistama	1
zhongleerima	5
lahjuma	2
pilutama	8
sulpsuma	1
viuksutama	1
põsima	1
loodima	6
krousima	3
põntsuma	5
kooditama	2
putuma	1
ollima	8
riagima	1
pantuma	8
osta-müüma	3
nišistuma	1
getostuma	2
nokkama	2
mõlkkima	1
võikima	1
deserteerima	3
on-olema	6
laus-lahkuma	1
smuugeldama	2
mütlema	14
sõgestama	2
schoolima	1
siuruma	1
vinglema	1
paanikalobatoomitsema	1
vigur-rääkima	1
shokkima	2
näu-näuguma	1
iroonlema	1
unu-andestama	1
rammestama	1
huvi-tulema	1
assotseeruma	1
romantiseerima	5
teenendama	3
masin-valima	1
kolestama	1
intriigitsema	1
flirträäkima	1
loll-lonkima	1
prahvama	1
pihkama	1
kohitsema	7
deseksualiseerima	1
nimestama	1
campuma	1
ridarääkima	1
kargutama	3
talluma	3
viuksuma	2
võpa-võpatama	2
tarkvastama	1
cashima	1
hakklihastama	1
sidaldama	1
vaenutsema	1
ualtuma	1
kasvama-kasvatama	1
suhetuma	1
resümeeruma	2
vastatama	1
võta-või-jätma	3
püsiv-võima	1
metsastama	1
kapitaliseeruma	1
järkama	1
salaküttima	2
soetuma	2
M. keema	1
lühistama	1
forseerima	1
kiirendus-pidurduma	1
aborteeruma	1
ristreageerima	2
rekombineeruma	1
sihipärastama	1
kodustuma	1
allitereeruma	3
ei-olema	4
see-saama	2
siis-saama	2
naine-võtma	1
kunnima	1
see-olema	1
mis-olema	1
kas-olema	1
saa-saama	1
mürgima	1
söö-jooma	6
süüakse-jooma	2
vierima	1
kolanema	1
võiluma	1
naine-saama	1
targastama	1
nuttama	1
miesima	1
emama	1
vettama	1
võid-sööma	2
vesi-jooma	2
võid-jooma	2
freimima	1
katalogiseerima	1
matuma	1
hämmeldama	4
lintšima	3
angazheerima	2
prepareerima	7
koletsema	1
korrumpeerima	5
kastreerima	8
fabuleerima	2
koloreerima	4
taasalgama	1
jah-sõnatama	1
riputuma	1
rõivastuma	10
kummastama	2
tatuma	1
tudi-mudima	1
eelsoojendama	2
daminnema	1
senuma	1
reeruma	1
aksentueerima	1
hinguma	1
shantazheerima	4
prahtima	1
vateerima	5
kahmima	1
agatama	4
tshekkima	1
canariensima	1
naerdes-väänlema	1
kurdistuma	5
täiendkoolitama	1
eostama	4
lipsustama	1
pysima	1
ryhkima	2
syvenema	1
ytlema	59
komposteeruma	1
demoraliseerima	3
kinga-hirmuma	1
pihkuma	3
jõuratama	1
kõpsima	3
deaktiveerima	6
noorendama	5
peatoimetama	1
näha-kuulma	2
follema	1
alpima	2
virtualiseerima	1
kadetsema	4
tujutsema	5
isoleeruma	2
magnituutima	1
jookse-viskama	1
mehistuma	2
hulluta-hukutama	1
vähetuntud-mängima	1
mõlklema	1
nähtud-kuulma	2
deshifreerima	1
retušeerima	3
sämplima	3
raadama	8
lihtlabastama	2
mulama	3
kommertsistama	1
kaasa-kirjutama	1
M. pesema	1
ettevalmistama	1
polütehniseerima	1
E. püüdma	1
V. väljama	1
liimistuma	1
keerustama	1
traatima	3
klammerdama	5
mittesüüstama	2
õigusjõustuma	1
degenereerima	1
süüdistattama	1
G. trügima	1
intitutsionaliseerima	1
annoteerima	1
bottlema	1
tahtvuma	1
kavestama	1
normativiseerima	1
maluma	1
astmestama	4
doluma	2
operatsionaliseerima	1
hierarhiseerima	2
vetostama	3
subsumeeruma	1
võsastuma	11
knopkatama	2
tapetseerima	4
vidisema	1
törtsuma	1
võlvuma	2
mudkuma	1
ropp-väsima	1
spioneerima	2
isutama	1
puksama	1
ähmitsema	3
sala-armuma	1
pehastama	2
karvendama	1
solgerdama	2
eietama	1
näppuma	1
tärgnuma	1
teie-vormima	1
hopatama	1
poolnaljatama	2
pladisema	8
lõngutama	3
vulama	2
rühmama	7
musutama	2
sihistama	1
hopsama	1
tiivutama	1
vedrutama	1
mühama	4
etkeppima	1
kõõpima	1
habistama	1
kärama	4
songima	4
jaööbima	1
hiljuma	1
pritsuma	1
lõmpsima	3
rohmama	2
helindama	1
rallitama	2
vulpsama	1
reserveeruma	1
honoreerima	4
melanhoolitsema	1
pöpsutama	1
höhhötama	1
plämama	1
nörritama	1
viisatsema	1
jaburdama	1
piisutama	1
kolkuma	2
kajatama	1
üüritama	1
torgatama	8
tasanema	3
keplema	1
rõntsuma	1
nippima	2
vupsatama	3
rõskuma	1
tule-tulema	3
pläristama	2
vibelema	1
tõestuma	3
pruuvima	1
vöiksima	1
räisima	1
põrpima	1
tee-mis-tahtma	1
ebenema	1
põmahtama	1
kohvitsema	1
takitsema	1
nuppuma	1
otsustuma	1
laevatama	1
filtuma	1
pahtuma	1
annekteerima	1
ümberrahvastuma	1
tikutama	1
plagieerima	1
keskustlema	1
tsoneerima	1
sovjetiseerima	1
originaalitsema	1
läigahtama	3
šlikerdama	1
katustama	3
ruineeruma	1
sigatsema	11
haalama	3
instseneerima	3
ylema	2
pyyakima	1
wihastama	1
proowima	1
sylitama	2
westlema	2
käiwitama	1
kysima	21
wõttima	3
wõtnuma	1
wajutama	1
pyydima	3
pyhkima	1
wirutama	1
lykkama	1
ymbritsema	3
kuiwatama	1
wahetama	1
läxima	1
wõixima	1
lõdwenema	1
kyssima	1
mahun-mahtuma	1
lämisema	1
diskotama	2
kee-rasima	1
beibetsema	1
munama	1
jägnema	1
svipsima	2
pairima	1
tudima	4
höörutama	1
aborditama	1
näpsima	1
siuksuma	4
X. rääkima	1
X. naeratama	1
ribastama	1
S. pugema	1
X. teadma	1
näuksuma	1
pürima	2
tuimendama	2
pissitama	1
niuksuma	4
hargitama	2
mürima	1
vääksutama	2
valgendama	5
vadama	1
näugatama	2
akompaneerima	1
vingahtama	3
kriuksutama	1
turduma	2
illuma	3
kriiksatama	3
räägitama	2
surdkima	1
reegima	2
ilgema	1
midakkima	2
metlema	1
itlema	1
pruutima	1
larisema	4
tallitama	1
kirguma	2
kapriisitama	1
kapriisitsema	1
ukkama	1
äirima	3
nudrutsema	1
äbenema	1
kasuma	5
arinema	3
ällitama	1
raiduma	1
pahmerdama	2
unetama	3
loppuma	1
krampsatama	1
põmmima	1
rümama	1
allima	1
tuhveldama	1
juba-olen-söötma	1
sortsama	1
koristuma	1
arjutama	1
irmutama	2
üidima	3
dušitama	1
humblema	1
pujäänitsema	1
valinud-ütlema	1
eksproprieerima	2
terituma	2
regresseeruma	6
deklasseeruma	3
defineeruma	1
otzima	1
ussuma	1
wärkima	1
fastsineerima	3
professeerima	1
stressama	2
debiteerima	1
ainuvalitsema	2
õigust-ütlema	1
rüüpsima	1
äiutama	4
prantsustuma	1
kiilanema	1
rehüdrateerima	1
sõime-jooma	1
laratama	1
klõmmima	1
vaterdama	4
pontsatama	2
sähmima	1
huiklema	2
mõnama	2
ihudes-remontima	1
kribisema	2
närpima	1
klõmatama	1
arastama	1
pehastuma	3
tümmima	1
retuššima	1
robisema	4
lidisema	1
keermestama	1
plätsutama	1
söestama	1
nokerdama	1
põntsutama	3
nooksama	2
raspeldama	2
randaalima	1
ei-uju-ega-uppuma	1
vailitsema	1
ausalt-ütlema	1
lörtsuma	1
hõnguma	3
siia-sinama	1
lõhverdama	2
lahverdama	1
lentsima	3
tõksuma	1
marrastama	4
pudendama	1
kittima	1
helluma	1
stoppama	2
prostitueerima	2
kallerduma	1
vurritama	2
lahtikaanetama	1
meeleolutsema	1
urvitama	1
vaistsima	1
voluma	1
alajahtuma	2
plökerdama	2
voolasid-veerema	1
ussitama	4
lisades-täpsustama	1
lupuma	1
mulgustama	1
ärplema	8
panetuma	3
sokistuma	1
palendama	1
trillerdama	4
jobutama	2
vittuma	3
ilatsema	2
nipsatama	2
sirtsutama	2
idenfitseerima	1
kragisema	2
puutnuma	1
noristama	1
hüiatama	2
solberdama	2
lorima	1
kalkuma	1
pläterdama	2
slööduma	1
mida-ma-sulle-just-rääkima	1
vuhama	2
ketendama	1
lehvisid-leegitsema	1
kliisterdama	3
virilduma	1
roosatuma	1
numereerima	1
võsima	1
tõsima	1
õõristama	1
blaseeruma	2
haarasin-heitma	1
jäävustuma	1
seisnud-istuma	1
janutama	1
raplema	1
hallootama	2
uurides-rõngastama	1
kõheldes-kahtlema	1
niimooduma	1
tolmutama	3
ropuma	1
kriisatama	1
vinetama	1
talima	1
lamenteerima	1
käib-kõmpima	1
sekulariseeruma	1
sopsatama	1
okulteerima	1
eksterioriseerima	2
kuulnud-lugema	1
S. plaanitsema	1
ritualiseerima	1
teppima	1
kettima	1
deaktiviseerima	1
pulseeruma	1
pahempoolitsema	1
torpedeerima	4
militariseerima	1
K. särelema	1
jutsutama	1
pahmitsema	1
pahanema	2
kyynitama	1
syndima	1
pöördama	3
ozoonitama	1
areteerima	2
liberaalitsema	2
parvetama	7
sussitama	2
rahuma	1
mässuma	1
nukkuma	2
teadis-tundma	1
riimitama	1
linguma	1
kulgesid-arenema	1
hüpitlema	1
sutsima	1
surklema	1
epateerima	5
vedelduma	1
käsipõsatama	1
najatama	1
paremustama	1
viivlema	2
viiuldama	2
labistama	1
rubima	1
kaltsutama	1
näputama	1
nikotiinitsema	1
tsilksuma	1
joodeldama	4
sorgutama	1
elistama	1
jongutama	1
muudkuma	1
sobistama	1
lepsatama	1
rässutama	1
ekskommunitseerima	2
omnema	3
audiatima	1
salvuma	1
pacima	1
cujuma	1
vinctuma	1
hominema	1
prosperitama	1
dulcima	1
rübistama	1
nobima	2
ristitama	1
kekkama	1
vaatame-vaatama	2
kaagitsema	1
vicuma	1
drapeerima	2
pariisistuma	1
disputeerima	1
isuma	1
translitereerima	1
tee-ehituma	1
väärtustuma	4
vuhtima	3
jelluma	2
särtsatama	2
sponseerima	1
jubima	2
cantuma	1
imetelema	2
kihvtitama	3
kõnetlema	1
silendama	2
kähmama	1
lahklöönuma	1
jumalustama	1
tölssima	2
divima	1
repatrieerima	1
kängima	1
tristima	1
mölama	1
mögistama	1
liibitsema	1
löngerdama	1
ühistama	2
särtsama	1
amerikaniseeruma	1
veerlema	2
sitkuma	1
kaheksakümendama	1
üleusaldama	1
tuimuma	2
suhkurdama	2
taastrükkima	3
tagastuma	1
chattima	1
pesinema	1
lõnksuma	2
kostümeeritud-maskeerima	1
profileeruma	1
inspireeruma	1
hapestama	5
söödistuma	1
stimuleeruma	1
kontroll-looma	1
märgtuhastama	1
kronometreerima	3
protekteerima	4
steriilima	1
poolituma	1
inditseerima	1
foetima	1
hapenduma	1
L. käima	1
järelvalmima	2
multšima	2
leotuma	1
denatureerima	2
kurima	1
lahterduma	1
evalveerima	1
ülevaatlikustama	1
Õ. kurjustama	1
naelutuma	2
mitte-sallima	1
kämpuma	1
Pokerappima	2
kriuguma	1
kurruma	1
taaskülastama	1
marumaneerilešokeerima	1
reliisima	1
fundeerima	3
ratsima	1
surrima	1
seädima	1
lunnastuma	1
wotnuma	1
salmima	4
seadmestama	1
rahvastuma	1
nähtud-kuulduma	1
denonsseerima	2
N. liituma	1
pügatud-tsiviliseerima	1
puhastavad-triikima	1
problematiseerima	1
absorbeeruma	3
publitseeri-matma	1
lüüsuma	3
karbamiidi-sisalduma	2
söömuma	7
R. nimetama	1
kuumtöötlema	1
rõhhuma	1
sünkopeerima	2
ärraaitama	1
wenitama	1
wäljaüteldama	1
jäguma	3
rõõmus-ta-minema	1
üttlema	1
naakuma	1
noodistama	1
navigeeruma	1
kipruma	1
lõhendama	1
eksplitseerima	6
reformuleerima	1
predikteerima	4
skematiseerima	2
see-mis-peas-töötama	1
instantsieeruma	1
soorituma	5
instantsieerima	1
ehitatud-valmistama	1
reprogrammeerima	1
koodima	2
retroduktsioonima	1
eksemplifitseerima	1
tagasisidestuma	1
eristatama	1
institueerima	2
preskribeerima	1
askribeerima	1
ülduma	1
esemestama	2
peanduma	1
nimatama	1
arrogeerima	1
tematiseeruma	1
kirjutuma	1
objektiveerima	6
kontekstualiseerima	1
säädnuma	2
joiguma	1
issatama	1
lavastuma	1
piiduma	1
poloniseeruma	1
proletariseeruma	2
mitte-privilegeerima	1
poolastuma	1
tatariseeruma	1
õigeusustama	2
protežeerima	1
ülestähendama	1
agunema	1
telima	1
tulema-minema	1
grammatikaliseeruma	1
leerima	1
eeruma	1
taaspüstitama	1
anaüüsima	1
personnema	4
tuletattama	1
prugima	1
tasaarvestama	1
võrdustama	1
valimistama	1
käsundama	1
sundvõõrandama	4
kräuksatama	1
sõkkuma	1
tukun-norskan-magama	1
prääksatama	1
lörisema	1
hüpotiseerima	1
kräunatama	2
tigestuma	1
raksutama	1
kukerpallitama	3
katapulteeruma	1
sundsteriliseerima	1
mahvima	1
tõukima	1
krõpsatama	1
generaliseeruma	31
tolmendama	1
tülgastuma	3
roopima	1
asfaltima	1
laguma	1
sulanema	1
oi-ma-olema	1
morgendama	1
kiujutama	1
mõstatama	1
betoonima	1
rikuma	1
netuma	1
kallistas-kallistama	1
lömastuma	2
valulema	1
kramplema	1
aerofotografeerima	1
denatsionaliseerima	1
E. R. likvideerima	1
loetakse-teadma	1
märkpildistama	1
splitima	1
ärastas-varastama	1
ühituma	2
pihtama	4
haaklema	1
kohenduma	1
hüpatama	2
läigatuma	1
suri-murima	1
kilksus-kolksuma	1
lenksuma	1
kremateerima	1
annihileeruma	1
hallinema	1
ringitama	1
poolhõiskama	1
teabmima	1
huilatama	1
mjäuguma	1
tumestuma	1
jupitama	2
kohrutama	1
lõdistama	1
röntgeniseerima	1
nii-nimetama	1
orbima	1
kaamestama	1
grasseerima	1
dislotseeruma	1
kamuflaažima	1
drillima	3
idioodistama	1
giiditsema	1
frisseerima	1
kokkuma	1
downloadima	1
leelutama	2
kakkima	1
spämmima	1
länuma	1
infiltreeruma	1
tenima	1
scrätšima	1
kummeerima	2
toitma-jootma	1
kukeleegutama	2
empsuma	1
paralüseeruma	1
platseerima	1
võksima	1
vandaalitsema	2
hallutsineerima	1
N. olema	1
skandaalitsema	2
kergenema	3
sõristama	1
heletama	1
virtsama	1
lautima	2
tümistama	2
kõssitama	1
kuulnud-näinud-kohtuma	1
uitsetama	1
luges-kuulma	1
nohutama	1
võis-olema	1
estikuleerima	1
tummuma	1
legaliseeruma	7
loiduma	1
nürima	3
mügisema	1
lasksima	1
näeb-kuulma	2
mõõrima	1
nahatama	1
lähevad-tulema	1
iroonilis-jultuma	1
konksuma	1
nähtud-kujutama	1
crucima	1
röövitud-varastama	1
stazheerima	3
iriseerima	1
muhatama	4
tuierdama	1
sehkeldama	1
kaeverdama	1
kontuurima	1
parem-mitte-nuusutama	1
märjutama	1
kõigahtama	1
labjuma	1
kiretama	1
K-k-kuulma	1
käkkima	2
tirkima	1
vihurdama	1
joovutama	1
mauguma	1
parreerima	1
hammuma	1
mustreerima	1
kõverpeegeldama	1
Keskusema	1
mängitsema	1
lätsatama	1
visutama	1
luilutama	1
parantsatama	1
pöoduma	1
tõmama	1
klõksatama	1
põhkima	1
lashuma	1
lausima	1
posisema	2
pralletama	2
syvendama	1
shongleerima	1
aristama	1
hulguma	1
vakatuma	1
trallima	4
karbist-väljama	1
sirgenema	1
tahsima	1
pyydsima	1
tykkima	1
hoopistykkima	1
synnima	1
žongleerima	4
toitma-katma	1
tahmama	1
prachuma	2
garrima	3
tramplema	1
krompsuma	1
neatuma	1
simuma	4
demandama	1
söandnuma	1
keeluma	1
satuma	1
ägendama	1
relvistuma	1
meelestuma	1
salamõrvama	1
viinud-tooma	1
neitsima	1
lahmatama	1
puhtastama	1
mina-ise-olema	1
kõmmuma	1
progresseeruma	32
vintsima	2
päsima	1
tahkuma	3
nuusatama	1
märgutama	30
laatserdama	1
nukerdama	2
käkistama	1
pahvama	1
pandsima	2
luigutama	1
näpitsema	1
mõskma	1
oppama	3
joosklema	1
rüüpima	1
ripsima	1
sogama	2
unettima	1
püidnuma	1
hüidima	1
kiidulaulduma	1
lihtima	1
badetama	1
mortima	2
songutama	1
immima	1
omnima	1
opkuma	1
lahistama	3
rehmima	1
häävittama	1
piiblema	1
rohmima	1
vellema	1
peastnuma	1
austuma	1
sibistama	1
kurvastuma	1
politikkama	1
võttis-võtma	1
nookuma	1
kirotama	3
lämmitama	1
pöörsima	1
rõõmustuma	1
tahtnuma	2
nägima	1
võiksima	2
õppama	3
unema	1
maoldama	2
küllema	1
sipsama	1
hõeruma	2
laulssima	2
tulnuma	1
häävitama	1
siadnuma	1
läksima	4
nüüd-hüüdma	1
toovastama	1
võtsima	1
naerssima	3
reakima	3
naaksuma	2
põrrima	1
naersima	3
neljandama	1
saanuma	1
laulsima	2
tegima	1
tundsima	2
seadsima	1
hurmuma	2
hüüdsima	1
katsima	1
tahtsima	3
veetsima	1
räpastama	1
saatsima	1
seadnuma	1
tultima	1
võib-painuta-tuleb-kirjutama	1
painutada-kirjutama	1
suurtsugustama	2
estiseerima	1
viivima	1
palwetama	1
hingatama	1
saagitsema	1
hõõrutama	1
toleerima	1
plartseldama	1
ärritama-karjuma	1
riimistama	1
lagisema	1
virildama	1
õsuma	1
helgetama	1
prõksuma	1
takerdama	1
taastulema	3
nägemata-kuulma	2
arbuma	2
lipsima	1
poolima	1
hälisema	1
vaatas-vaatama	1
nõukogustama	1
rütmistuma	1
enesestmõistama	1
ajuma	1
helvetama	1
mõtles-ütlema	1
runneldama	1
uutma	5
olemas-tulema	1
urbaniseeruma	3
anda-võtma	1
tehkima	1
jusima	1
nõuduma	1
ovatseerima	1
kigisema	1
kumustama	1
kössutama	1
velkima	1
helgendama	1
kütkendama	1
õiguma	1
lihkuma	1
klähmima	1
tõurastama	1
solksama	2
K-kutsuma	1
solidariseerima	1
luurima	3
viunatama	1
lugistama	1
süütima	1
möirahtama	1
paatuma	2
ringima	1
kujundatud-sisustama	1
